name	age	gender	ethnicity	type	party	state	user_screen_name	wikipedia_id	wiki_img_url	wiki_img_labels	wiki_img_labelsconf	wiki_img_labels_macv	wiki_img_labels_awsrek	wiki_img_labelsconf_awsrek	wiki_img_objects
Walter Jones	75	Male	white	Representative	Republican	NC	RepWalterJones	Walter_B._Jones_Jr.	mc_images/Walter_B._Jones_Jr..jpg	face, person, chin, forehead, official, head, senior_citizen, elder, businessperson, cheek, spokesperson, smile, gentleman, jaw	0.9635286927223206, 0.9492215514183044, 0.9199870824813843, 0.8965243101119995, 0.8617972135543823, 0.8602789044380188, 0.8527190685272217, 0.7979833483695984, 0.7805696725845337, 0.7781867384910583, 0.766819417476654, 0.6296555399894714, 0.5562212467193604, 0.5298219323158264	person, man, necktie, suit, wearing, posing, smiling, front, camera, holding, older, standing, sign, old, bow, dressed, blue, white, red	human, person, face, tie, accessory, accessories, head, photography, portrait, photo, necktie, performer, frown, smile	99.85796356201172, 99.85796356201172, 99.85796356201172, 96.32069396972656, 96.32069396972656, 96.32069396972656, 88.54412841796875, 66.79080963134766, 66.79080963134766, 66.79080963134766, 63.16729736328125, 62.5805778503418, 58.97085952758789, 57.76938247680664	Tie, Person, Man
Jim Jordan	54	Male	white	Representative	Republican	OH	Jim_Jordan	Jim_Jordan_(U.S._politician)	mc_images/Jim_Jordan_(U.S._politician).jpg	official, suit, businessperson, spokesperson, white_collar_worker	0.8888937830924988, 0.7989978790283203, 0.7587735056877136, 0.6932572722434998, 0.5566521883010864	person, man, necktie, suit, clothing, indoor, wearing, standing, front, looking, business, dressed, young, posing, holding, people, woman, red, sign, white, room	human, person, flag, symbol, face, accessory, tie, accessories, attorney, american_flag, apparel, suit, coat, clothing, overcoat, necktie, people, man	93.8969955444336, 93.8969955444336, 92.6613540649414, 92.6613540649414, 90.78346252441406, 85.91446685791016, 85.91446685791016, 85.91446685791016, 76.0994873046875, 72.95242309570312, 72.75186157226562, 72.75186157226562, 72.75186157226562, 72.75186157226562, 72.75186157226562, 65.9964599609375, 61.02429962158203, 58.09937286376953	Person, Tie, Man, Flag
Marcy Kaptur	72	Female	white	Representative	Democrat	OH	RepMarcyKaptur	Marcy_Kaptur	mc_images/Marcy_Kaptur.jpg	hairstyle, chin, smile, long_hair, hair_coloring, brown_hair, white_collar_worker	0.8658257722854614, 0.8328505754470825, 0.6186518669128418, 0.5996094942092896, 0.5468774437904358, 0.5431738495826721, 0.5072604417800903	person, building, red, man, window, woman, cellphone, phone, holding, wearing, looking, shirt, front, jacket, food, young, glasses, sitting, table, smiling, using, standing, sandwich, white	person, human, face, apparel, clothing, female, woman, coat, accessory, accessories, suit, overcoat, smile, indoors, man, hair, performer, jewelry, necklace, people	98.20748138427734, 98.20748138427734, 97.6667251586914, 95.15108489990234, 95.15108489990234, 86.82106018066406, 75.26612091064453, 75.24588775634766, 67.69306182861328, 67.69306182861328, 63.57664108276367, 63.57664108276367, 62.879852294921875, 61.760414123535156, 58.90205383300781, 57.987274169921875, 57.3448600769043, 57.23128890991211, 57.23128890991211, 57.212921142578125	Woman, Person
William Keating	66	Male	white	Representative	Democrat	MA	USRepKeating	Bill_Keating_(politician)	mc_images/Bill_Keating_(politician).jpg	person, chin, official, forehead, elder, senior_citizen, businessperson, smile, gentleman	0.9544045925140381, 0.8989994525909424, 0.8799898028373718, 0.8712981939315796, 0.8134008646011353, 0.805901050567627, 0.7699261903762817, 0.6714990139007568, 0.5523443222045898	person, man, suit, indoor, clothing, posing, older, smiling, photo, camera, wearing, front, holding, old, standing, sitting, dressed, red, white, sign	head, person, human, face, accessories, accessory, tie, necktie, photography, photo, portrait, performer	99.94091033935547, 99.21199798583984, 99.21199798583984, 99.21199798583984, 93.66603088378906, 93.66603088378906, 93.66603088378906, 79.7298812866211, 64.44596099853516, 64.44596099853516, 63.824161529541016, 58.558292388916016	Tie, Man
Mike Kelly	70	Male	white	Representative	Republican	PA	MikeKellyPA	Mike_Kelly_(Pennsylvania_politician)	mc_images/Mike_Kelly_(Pennsylvania_politician).jpg	official, suit, businessperson, spokesperson, speech, speaker, elder, gentleman, necktie, formal_wear	0.8917313814163208, 0.7800012230873108, 0.7798168659210205, 0.6708186864852905, 0.622599184513092, 0.6064386963844299, 0.5819083452224731, 0.5757525563240051, 0.5104377269744873, 0.5086433291435242	person, suit, man, wearing, jacket, older, woman, standing, dressed, holding, looking, smiling, old, white, posing, talking, hat, red, glasses, phone	symbol, flag, human, person, face, american_flag, attorney, officer, military, military_uniform	98.6159439086914, 98.6159439086914, 95.18917083740234, 95.18917083740234, 95.18917083740234, 86.07616424560547, 84.17375183105469, 56.13731002807617, 56.13731002807617, 56.13731002807617	Tie, Man, Flag
Ron Kind	55	Male	white	Representative	Democrat	WI	RepRonKind	Ron_Kind	mc_images/Ron_Kind.jpg	suit, official, spokesperson, businessperson, necktie, public_speaking, gentleman, speaker, formal_wear, elder, speech, tuxedo, white_collar_worker	0.9234075546264648, 0.8900194764137268, 0.8445685505867004, 0.7930809855461121, 0.7875418663024902, 0.7104195356369019, 0.6832855939865112, 0.651055634021759, 0.6199240684509277, 0.6079614162445068, 0.600993275642395, 0.5489538908004761, 0.5261820554733276	person, suit, man, clothing, necktie, indoor, posing, dressed, wearing, standing, holding, photo, smiling, people, camera, business, red, woman, group, white, room	accessories, accessory, tie, human, person, necktie, symbol, flag, american_flag	99.00942993164062, 99.00942993164062, 99.00942993164062, 94.94224548339844, 94.94224548339844, 89.57731628417969, 83.88455200195312, 83.88455200195312, 69.79314422607422	Tie, Man, Flag, Person
Peter King	74	Male	white	Representative	Republican	NY	RepPeteKing	Peter_T._King	mc_images/Peter_T._King.jpg	person, official, spokesperson, chin, businessperson, forehead, white_collar_worker, public_speaking, suit, gentleman, elder, smile	0.9340965151786804, 0.8781862258911133, 0.8008708357810974, 0.7998973727226257, 0.7898768782615662, 0.7840326428413391, 0.6829901933670044, 0.6584022641181946, 0.6535928845405579, 0.6441315412521362, 0.5985013246536255, 0.5218194127082825	person, man, suit, posing, front, standing, wearing, holding, business, sign, dressed, black, table, people, white, blue, group	person, human, face, executive, head, tie, accessory, accessories, smile, clothing, apparel, photography, photo, portrait, attorney, necktie, people, performer, overcoat, suit, coat	99.30716705322266, 99.30716705322266, 99.30716705322266, 94.39675903320312, 93.34492492675781, 83.70299530029297, 83.70299530029297, 83.70299530029297, 81.5350341796875, 74.8779067993164, 74.8779067993164, 69.64725494384766, 69.64725494384766, 69.64725494384766, 66.96646881103516, 64.2267074584961, 58.786808013916016, 58.04951858520508, 55.6749382019043, 55.6749382019043, 55.6749382019043	Tie, Man, Person
Steve King	69	Male	white	Representative	Republican	IA	SteveKingIA	Steve_King	mc_images/Steve_King.jpg	person, official, spokesperson, forehead, businessperson, elder, speaker	0.925543487071991, 0.890204668045044, 0.7953499555587769, 0.7612911462783813, 0.7598447203636169, 0.6671628355979919, 0.5824382901191711	person, necktie, suit, man, clothing, wearing, photo, dressed, woman, standing, striped, posing, people, smiling, red, holding, white, blue, table, young, room	symbol, flag, person, human, american_flag, face, accessories, accessory, tie, necktie, attorney	97.7855453491211, 97.7855453491211, 94.21875762939453, 94.21875762939453, 84.53658294677734, 82.46678161621094, 82.23637390136719, 82.23637390136719, 82.23637390136719, 58.87499237060547, 57.90127182006836	Flag, Tie, Person, Man
Adam Kinzinger	40	Male	white	Representative	Republican	IL	RepKinzinger	Adam_Kinzinger	mc_images/Adam_Kinzinger.jpg	blue, official, suit, outerwear, businessperson, necktie, spokesperson, formal_wear, smile, white_collar_worker, gentleman	0.9682272672653198, 0.8897901177406311, 0.8713352084159851, 0.7863430380821228, 0.7750266194343567, 0.7594543695449829, 0.7383570075035095, 0.6326544284820557, 0.610045313835144, 0.5920135378837585, 0.5413356423377991	person, man, suit, necktie, clothing, standing, wearing, dressed, front, camera, posing, holding, business, black, people, red, young, white, group	symbol, flag, human, person, accessories, accessory, tie, american_flag, face, necktie	95.2196044921875, 95.2196044921875, 90.64086151123047, 90.64086151123047, 83.98661804199219, 83.98661804199219, 83.98661804199219, 79.59759521484375, 78.04756164550781, 60.10597610473633	Person, Tie, Flag, Man
Raúl Labrador	51	Male	hispanic	Representative	Republican	ID	Raul_Labrador	Raúl_Labrador	mc_images/Raúl_Labrador.jpg	official, suit, necktie, businessperson, outerwear, spokesperson, white_collar_worker, formal_wear, speaker, business	0.8899347186088562, 0.8773389458656311, 0.7881909012794495, 0.7839732766151428, 0.7464904189109802, 0.6895681619644165, 0.6046655774116516, 0.6011475920677185, 0.5498062372207642, 0.5293832421302795	person, man, suit, clothing, outdoor, necktie, standing, wearing, dressed, holding, posing, business, striped, red, woman, front, smiling, young, military, people, black, white, phone	flag, symbol, person, human, american_flag, face, tie, accessories, accessory	99.56793212890625, 99.56793212890625, 92.9842758178711, 92.9842758178711, 92.30046081542969, 64.66555786132812, 62.474002838134766, 62.474002838134766, 62.474002838134766	Tie, Flag, Person
Doug Lamborn	64	Male	white	Representative	Republican	CO	RepDLamborn	Doug_Lamborn	mc_images/Doug_Lamborn.jpg	person, official, businessperson, elder, forehead, spokesperson, suit, senior_citizen, smile, speaker	0.9297137260437012, 0.8934381604194641, 0.7944157719612122, 0.7741036415100098, 0.7557440400123596, 0.755070686340332, 0.6985135078430176, 0.6764296293258667, 0.6601712703704834, 0.6382737755775452	person, suit, man, clothing, red, outdoor, wearing, posing, dressed, standing, photo, holding, people, water, smiling, woman, mountain, large, young, white, hat, boat, group	accessories, accessory, tie, symbol, flag, person, human, necktie, american_flag, attorney, face, head	97.12586975097656, 97.12586975097656, 97.12586975097656, 96.26802825927734, 96.26802825927734, 94.78347778320312, 94.78347778320312, 81.59906005859375, 79.9656753540039, 74.2125015258789, 66.00675964355469, 59.12116241455078	Tie, Person, Flag, Man
Leonard Lance	66	Male	white	Representative	Republican	NJ	RepLanceNJ7	Leonard_Lance	mc_images/Leonard_Lance.jpg	suit, formal_wear, official, businessperson, tuxedo, speech, public_speaking, speaker, senior_citizen	0.9273316264152527, 0.8601489663124084, 0.8173383474349976, 0.7409060001373291, 0.7241321206092834, 0.7130473256111145, 0.6377750039100647, 0.5444114208221436, 0.5300383567810059	person, indoor, man, table, standing, wedding, suit, front, cake, holding, cutting, woman, white, large, cut, room, people, sink, group	apparel, clothing, overcoat, coat, suit, person, human, face, man, executive, jacket, blazer, crowd	99.2037124633789, 99.2037124633789, 98.17642974853516, 98.17642974853516, 98.17642974853516, 98.12443542480469, 98.12443542480469, 84.61375427246094, 77.74897003173828, 77.30221557617188, 67.27476501464844, 67.27476501464844, 66.4015884399414	Person, Tie, Man
James Langevin	54	Male	white	Representative	Democrat	RI	JimLangevin	James_Langevin	mc_images/James_Langevin.jpg	official, businessperson, spokesperson, speaker, suit, elder, business, necktie	0.8903013467788696, 0.7788231372833252, 0.7242587208747864, 0.7019429206848145, 0.6472467184066772, 0.5644117593765259, 0.5450277328491211, 0.5300624966621399	person, man, suit, necktie, curtain, red, indoor, wearing, striped, smiling, dressed, business, standing, posing, sitting, woman, glasses, holding, black, room, table, white, young, people	symbol, flag, human, person, american_flag, face, accessories, accessory, tie, necktie	98.36583709716797, 98.36583709716797, 93.22620391845703, 93.22620391845703, 87.4197006225586, 80.3796157836914, 77.08272552490234, 77.08272552490234, 77.08272552490234, 55.2305793762207	Tie, Flag, Man, Person
James Lankford	50	Male	white	Senator	Republican	OK	SenatorLankford	James_Lankford	mc_images/James_Lankford.jpg	person, official, chin, businessperson, spokesperson, white_collar_worker, gentleman, suit, elder, smile	0.9412044286727905, 0.8812350034713745, 0.820712685585022, 0.7923175096511841, 0.6988025903701782, 0.6939599514007568, 0.686333954334259, 0.6420305371284485, 0.5516602396965027, 0.5232401490211487	person, man, suit, necktie, clothing, posing, indoor, standing, smiling, wearing, camera, photo, front, holding, business, dressed, black, glasses, table, sign, woman, young, white, people, blue, room	human, person, accessories, tie, accessory, flag, symbol, face, necktie, american_flag	97.54515075683594, 97.54515075683594, 97.26220703125, 97.26220703125, 97.26220703125, 96.68766784667969, 96.68766784667969, 92.99795532226562, 86.21822357177734, 82.61033630371094	Tie, Man, Flag
Rick Larsen	53	Male	white	Representative	Democrat	WA	RepRickLarsen	Rick_Larsen	mc_images/Rick_Larsen.jpg	person, official, suit, businessperson, forehead, elder, spokesperson, smile, gentleman, white_collar_worker	0.9401423931121826, 0.89054936170578, 0.822384238243103, 0.792844295501709, 0.7837463617324829, 0.7497599124908447, 0.719039797782898, 0.624411404132843, 0.5883213877677917, 0.570396900177002	person, suit, man, clothing, wearing, photo, posing, holding, standing, smiling, old, jacket, older, dressed, woman, glasses, black, hat, umbrella, white, people, sign, red	human, person, attorney, symbol, flag, face, american_flag, accessories, accessory, tie, crowd, officer, military, military_uniform, smile, head	97.80221557617188, 97.80221557617188, 97.80221557617188, 95.55914306640625, 95.55914306640625, 90.78872680664062, 79.35022735595703, 77.16362762451172, 77.16362762451172, 77.16362762451172, 64.327392578125, 61.92437744140625, 61.92437744140625, 61.92437744140625, 57.705726623535156, 57.282989501953125	Tie, Flag, Man, Person
John Larson	70	Male	white	Representative	Democrat	CT	RepJohnLarson	John_B._Larson	mc_images/John_B._Larson.jpg	person, senior_citizen, forehead, chin, eyebrow, head, official, elder, cheek, businessperson, smile	0.9492177963256836, 0.8985763788223267, 0.8975691199302673, 0.8958523869514465, 0.8606485724449158, 0.8597656488418579, 0.8585062026977539, 0.7947808504104614, 0.7229798436164856, 0.7086830735206604, 0.5518558621406555	person, man, suit, clothing, older, wearing, looking, sitting, standing, front, posing, camera, old, dressed, smiling, holding, glasses, people, woman, table, red, large, hat, white	head, human, face, person, attorney, clothing, apparel, performer, portrait, photography, photo, hair, executive, people, blonde, kid, teen, girl, woman, female, child, tie, accessory, accessories	99.92901611328125, 96.70760345458984, 96.70760345458984, 96.70760345458984, 83.62104797363281, 72.45399475097656, 72.45399475097656, 66.99652862548828, 66.90570831298828, 66.90570831298828, 66.90570831298828, 65.80707550048828, 63.381649017333984, 59.90431594848633, 57.62751388549805, 57.62751388549805, 57.62751388549805, 57.62751388549805, 57.62751388549805, 57.62751388549805, 57.62751388549805, 56.55595016479492, 56.55595016479492, 56.55595016479492	Tie
